face_scalar
2.930064542196803927e+02
2.677670617840666978e+02
2.751711983082157644e+02
2.821919283098550295e+02
2.544988162039352630e+02
2.470985519916973772e+02
2.476392539721633455e+02
2.309357223530224985e+02
2.340189969669152106e+02
2.339167681023454861e+02
2.374630866159305924e+02
2.442476742128535818e+02
2.399763392705995955e+02
2.436811162337355654e+02
2.418160435900049094e+02
2.601532402597593432e+02
2.640710219615765482e+02
2.684184974920099762e+02
2.591046150609114420e+02
2.654828409193376046e+02
2.820392701601141994e+02
2.756699758664180990e+02
2.827119764984763606e+02
2.779209422806770817e+02
2.633878373531690045e+02
2.547335171666986469e+02
2.622858594507408725e+02
2.580180461147008373e+02
2.834284646750509182e+02
2.750904857838327757e+02
2.814844841170066729e+02
2.813367727446722597e+02
2.753803985997404311e+02
1.583462969046408091e+02
1.593791820069046992e+02
1.591575986450023663e+02
1.600551087702960444e+02
1.603425056333566090e+02
1.293479159039956130e+02
1.285327451299014285e+02
1.280060070221178137e+02
1.272183288272896817e+02
1.273950046959050013e+02
1.259232967370465275e+02
1.262733589762148512e+02
1.247824107407250125e+02
1.264904522675636827e+02
1.259067445539037635e+02
1.247376814741574407e+02
1.250540989116697546e+02
1.260049433625225674e+02
1.251436728781399097e+02
1.242136779269594200e+02
1.240259051518704609e+02
1.232221782378389179e+02
1.245179400545113708e+02
1.248267839443833509e+02
1.236946974353843842e+02
1.241235046116847087e+02
1.238514640723003168e+02
1.234236086132442125e+02
1.255023325741810822e+02
1.238378064719839955e+02
1.234806402040119337e+02
1.234605312723159756e+02
1.240404098211554498e+02
1.235671513330840412e+02
1.229732217957967322e+02
1.234895041517840326e+02
1.240633247573753835e+02
1.262013312977305759e+02
1.264061463358587503e+02
1.255166904741174250e+02
1.311407162322240367e+02
1.293018930773475006e+02
1.271814385264011804e+02
1.303520004863158306e+02
1.316161205389883264e+02
1.350698325051811537e+02
1.267901045017517845e+02
1.255362738980124959e+02
1.282470462351126343e+02
1.283382830292393635e+02
1.318551316411637515e+02
1.306396093621991952e+02
1.348611443656249946e+02
1.327693401683951322e+02
1.328887418695695999e+02
1.366616903524278825e+02
1.375786609353669121e+02
1.411678873743814222e+02
1.409055181057460686e+02
1.377198843212518398e+02
1.462350057285501919e+02
1.434365505759366215e+02
1.328466600092837666e+02
1.397037653026427222e+02
1.369291377149304481e+02
1.375968725919149449e+02
1.345711259150870376e+02
1.424081764875092517e+02
1.427845582834692379e+02
1.388277781983352668e+02
1.450061640700149610e+02
1.428926242448197286e+02
1.515314488802447102e+02
1.494847330466655819e+02
1.455970354296862865e+02
1.499867405744183202e+02
1.517608983662023832e+02
1.544736773217819348e+02
1.445112829306766855e+02
1.435055202251932940e+02
1.490161487994500646e+02
1.481443145634543441e+02
1.508941224965505228e+02
1.481272219711402442e+02
1.551259529883236894e+02
1.527888120303437915e+02
1.521576379122263916e+02
1.571027198012790507e+02
1.576446014190505593e+02
1.630541755844199372e+02
1.613843983919777827e+02
1.582530147201400723e+02
1.681289513732785963e+02
1.656436776384861389e+02
1.565723322108483728e+02
1.552371653148668713e+02
1.584846133116182330e+02
1.584445926657027428e+02
1.583889952826955039e+02
1.570307523671839363e+02
1.576998561411650144e+02
1.595165192130121170e+02
1.609614007864191478e+02
1.588409646171180611e+02
1.595496116347155464e+02
1.599335252854019984e+02
1.605048359221407281e+02
1.601901629122694146e+02
1.607105638390553395e+02
1.597452791945904380e+02
1.596495418914014692e+02
1.627248490158839047e+02
1.679596286385005044e+02
1.653688245292834154e+02
1.667544392624598970e+02
1.714049833435682046e+02
1.707742289418290227e+02
1.712823917459785434e+02
1.691847529574484668e+02
1.628674164463815259e+02
1.633806264251514904e+02
1.616429270523703963e+02
1.600010468855114425e+02
1.661599163224271081e+02
1.665771686609899405e+02
1.631158229770836101e+02
1.458991805168744804e+02
1.457264968463038315e+02
1.443029415136915361e+02
1.449421696106326465e+02
1.359555159647222808e+02
1.413038128401744586e+02
1.428585246297775768e+02
1.378248532062506229e+02
1.397859711877713380e+02
1.389596971652900663e+02
1.422845128039045619e+02
1.369141032284487949e+02
1.368151762594963827e+02
1.388835894253682284e+02
1.389280790811974384e+02
1.386845135010246963e+02
1.423956854513136250e+02
1.425403240625339265e+02
1.476518832797902405e+02
1.417151718577396196e+02
1.420239884372348627e+02
1.445289110419226972e+02
1.440424430219384249e+02
1.452093835619008360e+02
1.471800373103203583e+02
1.531328536140584617e+02
1.514710164451341825e+02
1.559090641161352266e+02
1.444869651533204262e+02
1.437049881001046288e+02
1.464020968598980801e+02
1.463691185709569993e+02
1.492439440963695176e+02
1.486500093136313865e+02
1.532498867831239693e+02
1.512972633264359104e+02
1.459493863381227925e+02
1.495293075522475590e+02
1.491670627318659683e+02
1.527374840737657280e+02
1.537138204670109189e+02
1.582610436023292948e+02
1.576469520294657229e+02
1.617596311567337750e+02
1.521874523665900369e+02
1.559841518080457945e+02
1.554554870719828443e+02
1.592829399743361591e+02
1.636291829702237521e+02
1.616147315077213591e+02
1.664062576915613647e+02
1.646031308942391433e+02
1.594387859123702356e+02
1.581530318253332155e+02
1.737196677071880231e+02
1.696430555014593722e+02
2.122293624245424155e+02
1.964037236432714053e+02
1.871136674122634247e+02
2.138117510374566734e+02
2.113659453349903572e+02
2.051811059404004425e+02
1.649085257662151491e+02
1.659842179060711089e+02
1.786470244441758553e+02
1.810201079525271268e+02
1.721858183131595013e+02
1.737413543871650745e+02
1.878549670509961231e+02
1.916849449681509725e+02
1.943867763892637583e+02
2.038090612008785740e+02
2.120108478494761641e+02
2.173886582650656862e+02
2.034803132881170313e+02
2.122418854837694653e+02
2.179484438121205301e+02
2.223639622412013068e+02
1.279045552154630769e+02
1.282658521531652411e+02
1.310536417446335520e+02
1.312682734191076577e+02
1.333697769353598233e+02
1.338137312102911096e+02
1.366499353306967635e+02
1.344917972678011608e+02
1.333204288662354600e+02
1.350952992595478861e+02
1.378028122973006759e+02
1.403963915198657730e+02
1.395880086652167336e+02
1.367358759225180052e+02
1.398585338968044880e+02
1.415370212869387387e+02
1.401285471006165437e+02
1.431334542532736975e+02
1.417338531262361982e+02
1.444449825352121195e+02
1.447238687983088710e+02
1.046585904096088910e+02
1.045366119236513924e+02
1.092577423594900807e+02
1.090030633800666493e+02
1.145300145513312913e+02
1.120769926105345320e+02
1.162770962457713182e+02
1.163053739472563848e+02
1.194459096955242359e+02
1.191179440977719679e+02
1.228216986569033082e+02
1.221754632314027731e+02
1.257973836508763270e+02
1.247596677354779473e+02
1.104674948594471147e+02
1.136622329386332808e+02
1.178875442450667634e+02
1.171019586989942951e+02
1.203565930947142562e+02
1.203134862523763786e+02
1.230606100681308135e+02
1.219817106827583899e+02
1.218238208248943266e+02
1.203445458250994733e+02
1.221310599156504253e+02
1.252236009856507053e+02
1.257905812642412684e+02
1.244203305964800705e+02
1.291604898160631762e+02
1.272611475393154592e+02
1.249400387036507709e+02
1.278607998681534497e+02
1.272641892529434102e+02
1.302764626964064121e+02
1.314929020805401763e+02
1.300437044269011437e+02
1.326149224129815423e+02
1.328121979905389765e+02
1.890422554113049500e+02
1.889638713665551393e+02
1.848202485254435317e+02
1.991201743234845765e+02
2.071787952832375197e+02
1.800317706846647070e+02
2.148092187498546934e+02
2.223932304350371112e+02
2.297730117776400505e+02
2.340287250264075283e+02
2.381055582859500248e+02
2.401708155710856545e+02
2.421463799603824043e+02
2.433277800441720728e+02
2.444658136919673552e+02
2.459690286085012474e+02
2.463260025774116286e+02
2.464839798319907516e+02
2.458771248420794393e+02
1.518826823323597353e+02
1.552567246938354799e+02
1.532366142491755738e+02
1.571036800063303929e+02
1.575178325021060743e+02
1.595225675890146704e+02
1.577957960970934437e+02
1.652851758356874541e+02
1.691371877930444327e+02
1.674737027404568437e+02
1.643500149648836839e+02
1.615080980204150762e+02
1.609309123601713338e+02
1.665385418696530735e+02
1.670338743597580731e+02
1.328143361818721644e+02
1.345556486432295173e+02
1.351438271001842395e+02
1.330385747447028280e+02
1.283314089391803634e+02
1.299671338456612091e+02
1.287552699448234534e+02
1.301855490109938955e+02
1.361242160311910823e+02
1.336614652280228484e+02
1.373927850861379625e+02
1.344932126134740429e+02
1.290740110393607551e+02
1.304446749009082680e+02
1.305371203511329838e+02
1.321229072605305248e+02
1.401352937751558727e+02
1.393603040988020894e+02
1.389091713845981815e+02
1.421298365443925320e+02
1.398227405204660556e+02
1.384485006739193125e+02
1.403777981958943712e+02
1.388392340650603387e+02
1.402702715075881201e+02
1.381190218605616735e+02
1.358371321128902309e+02
1.379482925707913807e+02
1.368928994700039539e+02
1.356288252620105084e+02
1.360974690345105103e+02
1.329303553261602815e+02
1.335608832885774859e+02
1.345786988282554546e+02
1.363601061276150404e+02
1.369959308448264608e+02
1.368952733034946334e+02
1.371798575663374606e+02
1.432372917621217709e+02
1.421737601164887792e+02
1.457036397923723428e+02
1.434795291619425655e+02
1.404217217679906469e+02
1.396307839768530812e+02
1.405871639932152277e+02
1.417417098007672394e+02
1.416891997253849524e+02
1.496117017786161796e+02
1.467508036172502841e+02
1.477262974066673848e+02
1.509656336954319897e+02
1.498396949714947084e+02
1.434955478509199338e+02
1.447966747673148973e+02
1.467183693306429006e+02
1.476848763744932569e+02
1.379366362637936732e+02
1.388202261499114343e+02
1.397766061662736092e+02
1.533927698635827710e+02
1.524690484668741703e+02
1.555027182805381187e+02
1.555166429685929188e+02
1.575569327830957604e+02
1.498873594914547311e+02
1.511184566917475820e+02
1.538642780526239733e+02
1.596872028929004728e+02
1.612649345771918945e+02
1.642172287319434929e+02
1.657120565094999165e+02
1.527499269627495551e+02
1.530408547238365315e+02
1.551101744107814966e+02
1.517500685689109332e+02
1.513794149565051441e+02
1.511538750339450701e+02
1.434372422733244719e+02
1.486375194890429441e+02
1.483145946046736583e+02
1.449479921439582881e+02
1.468421785839342704e+02
1.459827757370025836e+02
1.568642980905057414e+02
1.575647883895326515e+02
1.579658980629995142e+02
1.569769114929625857e+02
1.600073400045570509e+02
1.591396746038531944e+02
1.586516158352042964e+02
1.591873218125968776e+02
